2284,0,0,0,0,0,0,0,0
-2.075,0,0,0,0,0,0,0,0
0.03,0,0,0,0,0,0,0,0
2298,0,0,0,0,0,0,0,0
-2.034,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0
-2.08,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0
2293,0,0,0,0,0,0,0,0
-2.049,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0
-2.08,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0
-3.003,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0
-3.003,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0
-3.009,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0
2288,0,0,0,0,0,0,0,0
-2.063,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0,0
-3.026,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0
2279,0,0,0,0,0,0,0,0
-2.089,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2279,0,0,0,0,0,0,0,0
-2.089,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2353,0,0,0,0,0,0,0,0
0.077,0,0,0,0,0,0,0,0
0.022,0,0,0,0,0,0,0,0
2291,0,0,0,0,0,0,0,0
-2.054,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0
1886,0,0,0,0,0,0,0,0
-14.015,0,0,0,0,0,0,0,0
-1.033,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0
-4.001,0,0,0,0,0,0,0,0
0.039,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0
-4.009,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0
2181,0,0,0,0,0,0,0,0
-5.07,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0
2304,0,0,0,0,0,0,0,0
-2.017,0,0,0,0,0,0,0,0
0.032,0,0,0,0,0,0,0,0
2347,0,0,0,0,0,0,0,0
0.094,0,0,0,0,0,0,0,0
0.029,0,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0
-3.032,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0
2349,0,0,0,0,0,0,0,0
0.088,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,0,0
2439,0,0,0,0,0,0,0,0
1.069,0,0,0,0,0,0,0,0
0.038,0,0,0,0,0,0,0,0
2298,0,0,0,0,0,0,0,0
-2.034,0,0,0,0,0,0,0,0
0.024,0,0,0,0,0,0,0,0
2391,0,0,0,0,0,0,0,0
0.031,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0
2360,0,0,0,0,0,0,0,0
0.057,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0
2292,0,0,0,0,0,0,0,0
-2.052,0,0,0,0,0,0,0,0
0.022,0,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,0,0
0.094,0,0,0,0,0,0,0,0
0.026,0,0,0,0,0,0,0,0
2388,0,0,0,0,0,0,0,0
0.022,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0
2146,0,0,0,0,0,0,0,0
-6.07,0,0,0,0,0,0,0,0
0.073,0,0,0,0,0,0,0,0
2379,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0
0.034,0,0,0,0,0,0,0,0
2324,0,0,0,0,0,0,0,0
-1.06,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2248,0,0,0,0,0,0,0,0
-3.078,0,0,0,0,0,0,0,0
0.024,0,0,0,0,0,0,0,0
2384,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0
0.029,0,0,0,0,0,0,0,0
2320,0,0,0,0,0,0,0,0
-1.071,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0
-3.075,0,0,0,0,0,0,0,0
0.025,0,0,0,0,0,0,0,0
2350,0,0,0,0,0,0,0,0
0.085,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0
2283,0,0,0,0,0,0,0,0
-2.077,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0
2300,0,0,0,0,0,0,0,0
-2.029,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0
2327,0,0,0,0,0,0,0,0
-1.051,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0
2263,0,0,0,0,0,0,0,0
-3.035,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0
2320,0,0,0,0,0,0,0,0
-1.071,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0
2312,0,0,0,0,0,0,0,0
